id,quantity,price,name,datetime
7628,7,0.8,Plain Papadum,2018-08-09 18:45:00
7629,2,0.8,Plain Papadum,2018-08-08 19:15:00
7630,1,0.8,Plain Papadum,2018-08-08 18:44:00
7631,1,0.8,Plain Papadum,2018-08-08 18:14:00
7632,1,0.8,Plain Papadum,2018-08-07 19:53:00
7633,1,0.8,Plain Papadum,2018-08-07 18:40:00
7634,4,0.8,Plain Papadum,2018-08-05 19:31:00
7635,3,0.8,Plain Papadum,2018-08-05 17:35:00
7636,2,0.8,Plain Papadum,2018-08-05 17:04:00
7637,2,0.8,Plain Papadum,2018-08-05 13:58:00
7638,6,0.8,Plain Papadum,2018-08-04 20:08:00
7639,7,0.8,Plain Papadum,2018-08-04 18:02:00
7640,2,0.8,Plain Papadum,2018-08-04 17:49:00
7641,2,0.8,Plain Papadum,2018-08-04 17:31:00
7642,4,0.8,Plain Papadum,2018-08-03 19:37:00
7643,1,0.8,Plain Papadum,2018-08-03 18:43:00
7644,4,0.8,Plain Papadum,2018-08-03 18:05:00
7645,4,0.8,Plain Papadum,2018-08-02 19:49:00
7646,4,0.8,Plain Papadum,2018-08-02 17:39:00
7647,6,0.8,Plain Papadum,2018-08-01 19:28:00
7648,3,0.8,Plain Papadum,2018-08-01 18:47:00
7649,1,0.8,Plain Papadum,2018-07-31 20:39:00
7650,4,0.8,Plain Papadum,2018-07-31 19:45:00
7651,3,0.8,Plain Papadum,2018-07-31 19:41:00
7652,3,0.8,Spicy Papadum,2018-07-31 19:41:00
7653,3,0.8,Spicy Papadum,2018-07-30 20:19:00
7654,1,0.8,Plain Papadum,2018-07-29 19:30:00
7655,3,0.8,Plain Papadum,2018-07-29 18:34:00
7656,3,0.8,Plain Papadum,2018-07-29 18:12:00
7657,3,0.8,Plain Papadum,2018-07-29 17:58:00
7658,3,0.8,Plain Papadum,2018-07-29 17:37:00
7659,2,0.8,Plain Papadum,2018-07-29 17:19:00
7660,2,0.8,Plain Papadum,2018-07-29 17:05:00
7661,2,0.8,Plain Papadum,2018-07-28 20:31:00
7662,2,0.8,Plain Papadum,2018-07-28 20:01:00
7663,4,0.8,Plain Papadum,2018-07-28 19:36:00
7664,3,0.8,Plain Papadum,2018-07-28 19:34:00
7665,2,0.8,Plain Papadum,2018-07-28 19:07:00
7666,1,0.8,Spicy Papadum,2018-07-28 18:36:00
7667,2,0.8,Plain Papadum,2018-07-28 17:53:00
7668,1,0.8,Plain Papadum,2018-07-28 17:34:00
7669,3,0.8,Plain Papadum,2018-07-27 22:01:00
7670,2,0.8,Plain Papadum,2018-07-27 20:47:00
7671,3,0.8,Plain Papadum,2018-07-27 20:02:00
7672,4,0.8,Plain Papadum,2018-07-27 18:50:00
7673,2,0.8,Spicy Papadum,2018-07-27 18:50:00
7674,3,0.8,Plain Papadum,2018-07-27 17:56:00
7675,4,0.8,Plain Papadum,2018-07-27 17:10:00
7676,3,0.8,Plain Papadum,2018-07-27 13:35:00
7677,1,0.8,Plain Papadum,2018-07-27 13:09:00
7678,2,0.8,Spicy Papadum,2018-07-26 21:07:00
7679,6,0.8,Plain Papadum,2018-07-26 20:26:00
7680,3,0.8,Plain Papadum,2018-07-26 17:47:00
7681,1,0.8,Plain Papadum,2018-07-26 13:49:00
7682,1,0.8,Spicy Papadum,2018-07-26 13:49:00
7683,3,0.8,Plain Papadum,2018-07-25 20:03:00
7684,1,0.8,Plain Papadum,2018-07-25 19:24:00
7685,3,0.8,Plain Papadum,2018-07-24 19:25:00
7686,3,0.8,Plain Papadum,2018-07-24 19:13:00
7687,2,0.8,Plain Papadum,2018-07-24 18:47:00
7688,2,0.8,Spicy Papadum,2018-07-24 18:47:00
7689,1,0.8,Plain Papadum,2018-07-24 17:31:00
7690,13,0.8,Plain Papadum,2018-07-23 20:30:00
7691,2,0.8,Plain Papadum,2018-07-23 18:50:00
7692,4,0.8,Plain Papadum,2018-07-22 19:50:00
7693,2,0.8,Plain Papadum,2018-07-22 19:11:00
7694,2,0.8,Plain Papadum,2018-07-22 18:12:00
7695,3,0.8,Plain Papadum,2018-07-22 17:32:00
7696,1,0.8,Plain Papadum,2018-07-21 21:38:00
7697,4,0.8,Plain Papadum,2018-07-21 20:19:00
7698,3,0.8,Plain Papadum,2018-07-21 18:50:00
7699,2,0.8,Plain Papadum,2018-07-21 18:21:00
7700,7,0.8,Plain Papadum,2018-07-21 18:16:00
7701,2,0.8,Plain Papadum,2018-07-21 18:13:00
7702,2,0.8,Spicy Papadum,2018-07-20 21:12:00
7703,4,0.8,Plain Papadum,2018-07-20 18:26:00
7704,2,0.8,Plain Papadum,2018-07-20 16:44:00
7705,2,0.8,Plain Papadum,2018-07-19 20:14:00
7706,1,0.8,Plain Papadum,2018-07-19 17:20:00
7707,1,0.8,Spicy Papadum,2018-07-19 17:20:00
7708,2,0.8,Plain Papadum,2018-07-18 20:37:00
7709,6,0.8,Plain Papadum,2018-07-18 18:56:00
7710,3,0.8,Plain Papadum,2018-07-18 18:54:00
7711,1,0.8,Spicy Papadum,2018-07-18 14:05:00
7712,2,0.8,Spicy Papadum,2018-07-16 20:45:00
7713,4,0.8,Plain Papadum,2018-07-16 17:16:00
7714,6,0.8,Plain Papadum,2018-07-15 19:39:00
7715,4,0.8,Plain Papadum,2018-07-15 17:49:00
7716,2,0.8,Plain Papadum,2018-07-14 22:59:00
7717,6,0.8,Plain Papadum,2018-07-14 20:08:00
7718,1,0.8,Plain Papadum,2018-07-14 19:54:00
7719,6,0.8,Plain Papadum,2018-07-14 18:55:00
7720,4,0.8,Plain Papadum,2018-07-14 18:52:00
7721,2,0.8,Plain Papadum,2018-07-14 18:46:00
7722,6,0.8,Plain Papadum,2018-07-14 18:44:00
7723,4,0.8,Plain Papadum,2018-07-14 18:39:00
7724,4,0.8,Plain Papadum,2018-07-14 16:37:00
7725,1,0.8,Plain Papadum,2018-07-14 15:39:00
7726,2,0.8,Plain Papadum,2018-07-13 20:18:00
7727,2,0.8,Plain Papadum,2018-07-13 19:34:00
7728,1,0.8,Plain Papadum,2018-07-13 19:12:00
7729,5,0.8,Plain Papadum,2018-07-13 18:31:00
7730,2,0.8,Plain Papadum,2018-07-13 17:29:00
7731,2,0.8,Spicy Papadum,2018-07-12 22:12:00
7732,1,0.8,Plain Papadum,2018-07-12 22:12:00
7733,5,0.8,Plain Papadum,2018-07-12 12:57:00
7734,2,0.8,Plain Papadum,2018-07-11 18:57:00
7735,1,0.8,Spicy Papadum,2018-07-11 17:14:00
7736,3,0.8,Plain Papadum,2018-07-11 17:14:00
7737,2,0.8,Plain Papadum,2018-07-10 21:00:00
7738,2,0.8,Plain Papadum,2018-07-10 17:19:00
7739,2,0.8,Plain Papadum,2018-07-07 19:50:00
7740,2,0.8,Plain Papadum,2018-07-07 19:39:00
7741,1,0.8,Plain Papadum,2018-07-07 18:49:00
7742,2,0.8,Plain Papadum,2018-07-07 18:15:00
7743,2,0.8,Plain Papadum,2018-07-07 17:45:00
7744,2,0.8,Plain Papadum,2018-07-07 17:11:00
7745,2,0.8,Spicy Papadum,2018-07-06 22:22:00
7746,1,0.8,Plain Papadum,2018-07-06 22:08:00
7747,2,0.8,Plain Papadum,2018-07-06 20:07:00
7748,2,0.8,Plain Papadum,2018-07-06 19:40:00
7749,4,0.8,Plain Papadum,2018-07-06 19:39:00
7750,3,0.8,Plain Papadum,2018-07-06 18:32:00
7751,4,0.8,Plain Papadum,2018-07-03 17:34:00
7752,2,0.8,Plain Papadum,2018-07-03 17:23:00
7753,2,0.8,Plain Papadum,2018-07-02 20:05:00
7754,2,0.8,Plain Papadum,2018-07-02 17:12:00
7755,3,0.8,Plain Papadum,2018-07-02 17:01:00
7756,2,0.8,Plain Papadum,2018-07-01 19:08:00
7757,5,0.8,Plain Papadum,2018-07-01 18:26:00
7758,2,0.8,Plain Papadum,2018-07-01 17:47:00
7759,5,0.8,Plain Papadum,2018-07-01 17:45:00
7760,3,0.8,Plain Papadum,2018-07-01 16:48:00
7761,1,0.8,Spicy Papadum,2018-07-01 15:03:00
7762,1,0.8,Spicy Papadum,2018-07-01 13:36:00
7763,1,0.8,Spicy Papadum,2018-07-01 11:20:00
7764,1,0.8,Spicy Papadum,2018-07-01 10:44:00
7765,1,0.8,Plain Papadum,2018-07-01 10:44:00
7766,1,0.8,Spicy Papadum,2018-07-01 10:33:00
7767,1,0.8,Plain Papadum,2018-06-30 21:30:00
7768,3,0.8,Plain Papadum,2018-06-30 19:10:00
7769,2,0.8,Plain Papadum,2018-06-30 19:09:00
7770,2,0.8,Plain Papadum,2018-06-30 18:47:00
7771,2,0.8,Spicy Papadum,2018-06-30 18:47:00
7772,2,0.8,Spicy Papadum,2018-06-30 18:39:00
7773,1,0.8,Plain Papadum,2018-06-30 18:39:00
7774,1,0.8,Plain Papadum,2018-06-30 18:36:00
7775,2,0.8,Plain Papadum,2018-06-29 21:51:00
7776,3,0.8,Plain Papadum,2018-06-29 20:51:00
7777,2,0.8,Plain Papadum,2018-06-29 18:30:00
7778,4,0.8,Plain Papadum,2018-06-28 19:23:00
7779,2,0.8,Spicy Papadum,2018-06-27 21:50:00
7780,1,0.8,Plain Papadum,2018-06-27 21:50:00
7781,6,0.8,Plain Papadum,2018-06-27 19:40:00
7782,1,0.8,Plain Papadum,2018-06-27 17:49:00
7783,2,0.8,Plain Papadum,2018-06-27 09:58:00
7784,3,0.8,Plain Papadum,2018-06-25 20:14:00
7785,3,0.8,Plain Papadum,2018-06-25 19:22:00
7786,2,0.8,Plain Papadum,2018-06-25 17:37:00
7787,3,0.8,Plain Papadum,2018-06-24 18:18:00
7788,2,0.8,Plain Papadum,2018-06-24 17:36:00
7789,8,0.8,Plain Papadum,2018-06-23 20:50:00
7790,2,0.8,Plain Papadum,2018-06-23 19:50:00
7791,1,0.8,Spicy Papadum,2018-06-23 19:50:00
7792,2,0.8,Plain Papadum,2018-06-23 19:16:00
7793,3,0.8,Plain Papadum,2018-06-23 17:49:00
7794,2,0.8,Spicy Papadum,2018-06-23 17:49:00
7795,2,0.8,Plain Papadum,2018-06-23 17:42:00
7796,2,0.8,Plain Papadum,2018-06-23 12:06:00
7797,3,0.8,Plain Papadum,2018-06-22 19:41:00
7798,2,0.8,Plain Papadum,2018-06-22 19:12:00
7799,2,0.8,Spicy Papadum,2018-06-22 18:47:00
7800,4,0.8,Plain Papadum,2018-06-22 17:53:00
7801,10,0.8,Plain Papadum,2018-06-22 17:35:00
7802,2,0.8,Plain Papadum,2018-06-22 16:03:00
7803,4,0.8,Plain Papadum,2018-06-21 22:49:00
7804,1,0.8,Spicy Papadum,2018-06-21 19:50:00
7805,1,0.8,Spicy Papadum,2018-06-21 19:18:00
7806,2,0.8,Plain Papadum,2018-06-20 19:01:00
7807,3,0.8,Plain Papadum,2018-06-20 18:21:00
7808,2,0.8,Plain Papadum,2018-06-18 18:33:00
7809,4,0.8,Plain Papadum,2018-06-18 14:55:00
7810,2,0.8,Plain Papadum,2018-06-17 20:05:00
7811,2,0.8,Plain Papadum,2018-06-17 19:36:00
7812,2,0.8,Plain Papadum,2018-06-17 19:03:00
7813,2,0.8,Plain Papadum,2018-06-17 16:51:00
7814,4,0.8,Plain Papadum,2018-06-16 19:18:00
7815,8,0.8,Plain Papadum,2018-06-16 19:01:00
7816,2,0.8,Plain Papadum,2018-06-16 18:50:00
7817,2,0.8,Plain Papadum,2018-06-16 18:41:00
7818,1,0.8,Plain Papadum,2018-06-16 18:23:00
7819,2,0.8,Plain Papadum,2018-06-16 17:55:00
7820,4,0.8,Plain Papadum,2018-06-16 17:46:00
7821,3,0.8,Plain Papadum,2018-06-16 17:33:00
7822,1,0.8,Plain Papadum,2018-06-16 17:26:00
7823,4,0.8,Plain Papadum,2018-06-15 20:19:00
7824,2,0.8,Plain Papadum,2018-06-15 19:20:00
7825,10,0.8,Plain Papadum,2018-06-15 19:19:00
7826,2,0.8,Plain Papadum,2018-06-15 18:34:00
7827,4,0.8,Plain Papadum,2018-06-15 18:07:00
7828,2,0.8,Plain Papadum,2018-06-15 18:01:00
7829,2,0.8,Plain Papadum,2018-06-15 18:00:00
7830,5,0.8,Plain Papadum,2018-06-15 17:06:00
7831,1,0.8,Spicy Papadum,2018-06-14 20:42:00
7832,3,0.8,Plain Papadum,2018-06-14 19:13:00
7833,4,0.8,Plain Papadum,2018-06-13 19:05:00
7834,3,0.8,Plain Papadum,2018-06-13 18:51:00
7835,2,0.8,Spicy Papadum,2018-06-13 18:47:00
7836,2,0.8,Plain Papadum,2018-06-13 18:47:00
7837,4,0.8,Plain Papadum,2018-06-13 18:33:00
7838,1,0.8,Plain Papadum,2018-06-11 20:06:00
7839,4,0.8,Plain Papadum,2018-06-11 17:18:00
7840,2,0.8,Plain Papadum,2018-06-10 20:07:00
7841,3,0.8,Plain Papadum,2018-06-10 18:27:00
7842,6,0.8,Plain Papadum,2018-06-10 18:13:00
7843,5,0.8,Plain Papadum,2018-06-10 17:39:00
7844,1,0.8,Plain Papadum,2018-06-10 17:08:00
7845,1,0.8,Plain Papadum,2018-06-09 22:05:00
7846,10,0.8,Plain Papadum,2018-06-09 19:31:00
7847,3,0.8,Plain Papadum,2018-06-09 19:25:00
7848,1,0.8,Plain Papadum,2018-06-09 19:12:00
7849,2,0.8,Plain Papadum,2018-06-09 18:23:00
7850,1,0.8,Spicy Papadum,2018-06-09 18:23:00
7851,2,0.8,Plain Papadum,2018-06-09 18:17:00
7852,7,0.8,Plain Papadum,2018-06-09 18:15:00
7853,2,0.8,Plain Papadum,2018-06-09 17:38:00
7854,1,0.8,Plain Papadum,2018-06-08 19:58:00
7855,4,0.8,Plain Papadum,2018-06-08 19:07:00
7856,2,0.8,Plain Papadum,2018-06-08 18:08:00
7857,4,0.8,Plain Papadum,2018-06-07 19:54:00
7858,1,0.8,Plain Papadum,2018-06-07 18:20:00
7859,1,0.8,Spicy Papadum,2018-06-07 18:20:00
7860,3,0.8,Plain Papadum,2018-06-07 17:58:00
7861,2,0.8,Spicy Papadum,2018-06-06 21:55:00
7862,4,0.8,Plain Papadum,2018-06-06 18:10:00
7863,4,0.8,Plain Papadum,2018-06-06 17:56:00
7864,1,0.8,Spicy Papadum,2018-06-05 20:57:00
7865,32,0.8,Plain Papadum,2018-06-05 12:10:00
7866,2,0.8,Plain Papadum,2018-06-03 17:40:00
7867,4,0.8,Plain Papadum,2018-06-03 17:13:00
7868,4,0.8,Plain Papadum,2018-06-03 17:06:00
7869,2,0.8,Plain Papadum,2018-06-02 19:50:00
7870,2,0.8,Plain Papadum,2018-06-02 19:24:00
7871,5,0.8,Plain Papadum,2018-06-02 18:59:00
7872,2,0.8,Plain Papadum,2018-06-01 19:12:00
7873,3,0.8,Plain Papadum,2018-06-01 19:11:00
7874,2,0.8,Plain Papadum,2018-06-01 19:09:00
7875,4,0.8,Plain Papadum,2018-06-01 18:57:00
7876,3,0.8,Plain Papadum,2018-06-01 18:16:00
7877,1,0.8,Plain Papadum,2018-06-01 18:14:00
7878,2,0.8,Plain Papadum,2018-06-01 17:50:00
7879,2,0.8,Plain Papadum,2018-05-31 19:02:00
7880,1,0.8,Spicy Papadum,2018-05-31 18:59:00
7881,4,0.8,Plain Papadum,2018-05-31 18:44:00
7882,16,0.8,Plain Papadum,2018-05-30 18:51:00
7883,4,0.8,Plain Papadum,2018-05-30 17:59:00
7884,2,0.8,Plain Papadum,2018-05-30 17:58:00
7885,1,0.8,Plain Papadum,2018-05-29 22:17:00
7886,1,0.8,Spicy Papadum,2018-05-29 19:35:00
7887,4,0.8,Plain Papadum,2018-05-28 20:17:00
7888,1,0.8,Plain Papadum,2018-05-27 19:17:00
7889,4,0.8,Plain Papadum,2018-05-26 20:34:00
7890,1,0.8,Plain Papadum,2018-05-26 19:11:00
7891,1,0.8,Spicy Papadum,2018-05-26 19:11:00
7892,1,0.8,Plain Papadum,2018-05-26 19:05:00
7893,2,0.8,Plain Papadum,2018-05-26 18:57:00
7894,1,0.8,Plain Papadum,2018-05-26 17:40:00
7895,4,0.8,Plain Papadum,2018-05-26 17:36:00
7896,4,0.8,Plain Papadum,2018-05-26 17:07:00
7897,3,0.8,Plain Papadum,2018-05-25 21:38:00
7898,1,0.8,Plain Papadum,2018-05-25 20:04:00
7899,2,0.8,Plain Papadum,2018-05-25 19:12:00
7900,2,0.8,Plain Papadum,2018-05-25 19:00:00
7901,2,0.8,Plain Papadum,2018-05-25 17:51:00
7902,2,0.8,Plain Papadum,2018-05-25 17:46:00
7903,1,0.8,Plain Papadum,2018-05-24 21:16:00
7904,2,0.8,Plain Papadum,2018-05-23 17:17:00
7905,3,0.8,Plain Papadum,2018-05-21 18:11:00
7906,4,0.8,Plain Papadum,2018-05-21 17:46:00
7907,4,0.8,Plain Papadum,2018-05-20 18:07:00
7908,2,0.8,Plain Papadum,2018-05-20 17:35:00
7909,8,0.8,Plain Papadum,2018-05-19 20:46:00
7910,4,0.8,Plain Papadum,2018-05-19 19:22:00
7911,2,0.8,Plain Papadum,2018-05-18 19:44:00
7912,2,0.8,Plain Papadum,2018-05-18 19:11:00
7913,2,0.8,Plain Papadum,2018-05-17 22:15:00
7914,2,0.8,Plain Papadum,2018-05-16 17:51:00
7915,2,0.8,Plain Papadum,2018-05-16 17:37:00
7916,2,0.8,Plain Papadum,2018-05-13 19:16:00
7917,1,0.8,Spicy Papadum,2018-05-13 19:16:00
7918,8,0.8,Plain Papadum,2018-05-13 17:42:00
7919,4,0.8,Plain Papadum,2018-05-13 16:43:00
7920,2,0.8,Plain Papadum,2018-05-13 14:30:00
7921,2,0.8,Spicy Papadum,2018-05-13 14:30:00
7922,2,0.8,Plain Papadum,2018-05-12 20:49:00
7923,2,0.8,Plain Papadum,2018-05-12 19:20:00
7924,4,0.8,Plain Papadum,2018-05-12 19:19:00
7925,2,0.8,Plain Papadum,2018-05-12 19:12:00
7926,4,0.8,Plain Papadum,2018-05-12 19:02:00
7927,2,0.8,Plain Papadum,2018-05-12 18:15:00
7928,2,0.8,Spicy Papadum,2018-05-12 18:09:00
7929,1,0.8,Plain Papadum,2018-05-12 18:09:00
7930,2,0.8,Plain Papadum,2018-05-12 17:20:00
7931,1,0.8,Plain Papadum,2018-05-11 19:31:00
7932,2,0.8,Plain Papadum,2018-05-11 19:27:00
7933,2,0.8,Plain Papadum,2018-05-11 18:40:00
7934,2,0.8,Plain Papadum,2018-05-11 18:05:00
7935,2,0.8,Plain Papadum,2018-05-11 17:58:00
7936,4,0.8,Plain Papadum,2018-05-11 17:37:00
7937,2,0.8,Spicy Papadum,2018-05-11 14:45:00
7938,3,0.8,Plain Papadum,2018-05-10 18:25:00
7939,2,0.8,Plain Papadum,2018-05-10 17:51:00
7940,3,0.8,Plain Papadum,2018-05-10 17:14:00
7941,2,0.8,Spicy Papadum,2018-05-09 19:56:00
7942,1,0.8,Plain Papadum,2018-05-09 16:12:00
7943,5,0.8,Plain Papadum,2018-05-08 18:01:00
7944,1,0.8,Plain Papadum,2018-05-07 19:38:00
7945,1,0.8,Plain Papadum,2018-05-05 13:10:00
7946,1,0.8,Spicy Papadum,2018-05-05 13:10:00
7947,12,0.8,Plain Papadum,2018-04-24 20:15:00
7948,3,0.8,Plain Papadum,2018-04-24 18:29:00
7949,8,0.8,Plain Papadum,2018-04-23 18:21:00
7950,2,0.8,Spicy Papadum,2018-04-23 18:21:00
7951,1,0.8,Plain Papadum,2018-04-23 17:53:00
7952,1,0.8,Spicy Papadum,2018-04-23 17:53:00
7953,4,0.8,Plain Papadum,2018-04-23 17:38:00
7954,2,0.8,Plain Papadum,2018-04-23 17:31:00
7955,3,0.8,Plain Papadum,2018-04-22 19:12:00
7956,4,0.8,Plain Papadum,2018-04-22 17:07:00
7957,2,0.8,Spicy Papadum,2018-04-22 17:07:00
7958,3,0.8,Plain Papadum,2018-04-22 16:59:00
7959,2,0.8,Plain Papadum,2018-04-21 21:24:00
7960,5,0.8,Plain Papadum,2018-04-21 20:24:00
7961,6,0.8,Plain Papadum,2018-04-21 20:01:00
7962,2,0.8,Spicy Papadum,2018-04-21 19:35:00
7963,2,0.8,Plain Papadum,2018-04-21 19:35:00
7964,4,0.8,Plain Papadum,2018-04-21 19:17:00
7965,2,0.8,Plain Papadum,2018-04-21 19:16:00
7966,2,0.8,Plain Papadum,2018-04-21 19:10:00
7967,2,0.8,Plain Papadum,2018-04-21 18:38:00
7968,4,0.8,Plain Papadum,2018-04-21 17:15:00
7969,4,0.8,Plain Papadum,2018-04-21 17:08:00
7970,1,0.8,Spicy Papadum,2018-04-20 20:06:00
7971,3,0.8,Plain Papadum,2018-04-20 19:50:00
7972,2,0.8,Plain Papadum,2018-04-20 18:14:00
7973,4,0.8,Plain Papadum,2018-04-19 19:29:00
7974,4,0.8,Plain Papadum,2018-04-19 19:21:00
7975,3,0.8,Plain Papadum,2018-04-19 17:56:00
7976,2,0.8,Plain Papadum,2018-04-18 20:11:00
7977,2,0.8,Spicy Papadum,2018-04-17 20:08:00
7978,1,0.8,Plain Papadum,2018-04-17 20:08:00
7979,4,0.8,Plain Papadum,2018-04-17 18:41:00
7980,2,0.8,Plain Papadum,2018-04-17 17:53:00
7981,1,0.8,Plain Papadum,2018-04-16 18:05:00
7982,3,0.8,Plain Papadum,2018-04-16 17:54:00
7983,1,0.8,Spicy Papadum,2018-04-14 22:35:00
7984,1,0.8,Plain Papadum,2018-04-14 21:18:00
7985,2,0.8,Plain Papadum,2018-04-14 18:54:00
7986,4,0.8,Plain Papadum,2018-04-14 18:51:00
7987,3,0.8,Plain Papadum,2018-04-14 18:36:00
7988,2,0.8,Plain Papadum,2018-04-14 17:55:00
7989,2,0.8,Plain Papadum,2018-04-14 17:45:00
7990,2,0.8,Plain Papadum,2018-04-14 17:14:00
7991,2,0.8,Plain Papadum,2018-04-13 19:42:00
7992,8,0.8,Plain Papadum,2018-04-13 19:25:00
7993,4,0.8,Plain Papadum,2018-04-13 19:20:00
7994,4,0.8,Plain Papadum,2018-04-13 19:20:00
7995,2,0.8,Plain Papadum,2018-04-13 18:59:00
7996,4,0.8,Plain Papadum,2018-04-13 18:52:00
7997,4,0.8,Plain Papadum,2018-04-13 18:11:00
7998,10,0.8,Plain Papadum,2018-04-13 18:08:00
7999,2,0.8,Plain Papadum,2018-04-13 17:58:00
8000,3,0.8,Plain Papadum,2018-04-13 17:33:00
8001,6,0.8,Plain Papadum,2018-04-13 17:31:00
8002,2,0.8,Plain Papadum,2018-04-10 18:54:00
8003,4,0.8,Plain Papadum,2018-04-10 18:35:00
8004,2,0.8,Plain Papadum,2018-04-10 17:48:00
8005,4,0.8,Plain Papadum,2018-04-10 17:33:00
8006,5,0.8,Plain Papadum,2018-04-08 17:31:00
8007,5,0.8,Plain Papadum,2018-04-08 17:23:00
8008,4,0.8,Plain Papadum,2018-04-08 17:21:00
8009,1,0.8,Plain Papadum,2018-04-07 18:06:00
8010,2,0.8,Plain Papadum,2018-04-06 18:59:00
8011,3,0.8,Plain Papadum,2018-04-06 18:56:00
8012,6,0.8,Plain Papadum,2018-04-06 18:51:00
8013,2,0.8,Plain Papadum,2018-04-06 18:23:00
8014,4,0.8,Plain Papadum,2018-04-06 18:11:00
8015,4,0.8,Plain Papadum,2018-04-06 17:57:00
8016,6,0.8,Plain Papadum,2018-04-06 17:54:00
8017,4,0.8,Plain Papadum,2018-04-05 21:18:00
8018,1,0.8,Spicy Papadum,2018-04-05 21:02:00
8019,1,0.8,Plain Papadum,2018-04-05 20:11:00
8020,2,0.8,Plain Papadum,2018-04-03 18:27:00
8021,4,0.8,Plain Papadum,2018-04-02 18:51:00
8022,3,0.8,Plain Papadum,2018-04-02 18:09:00
8023,2,0.8,Plain Papadum,2018-04-01 16:27:00
8024,1,0.8,Plain Papadum,2018-03-31 18:59:00
8025,3,0.8,Plain Papadum,2018-03-31 17:02:00
8026,2,0.8,Spicy Papadum,2018-03-30 21:36:00
8027,2,0.8,Plain Papadum,2018-03-30 18:31:00
8028,4,0.8,Plain Papadum,2018-03-30 17:41:00
8029,1,0.8,Plain Papadum,2018-03-30 17:30:00
8030,2,0.8,Plain Papadum,2018-03-29 22:06:00
8031,2,0.8,Plain Papadum,2018-03-29 19:47:00
8032,6,0.8,Plain Papadum,2018-03-29 18:17:00
8033,1,0.8,Plain Papadum,2018-03-29 17:53:00
8034,3,0.8,Plain Papadum,2018-03-28 19:38:00
8035,2,0.8,Plain Papadum,2018-03-28 19:25:00
8036,8,0.8,Plain Papadum,2018-03-26 20:08:00
8037,1,0.8,Plain Papadum,2018-03-26 19:30:00
8038,2,0.8,Plain Papadum,2018-03-26 19:22:00
8039,2,0.8,Plain Papadum,2018-03-24 18:58:00
8040,2,0.8,Plain Papadum,2018-03-24 18:53:00
8041,4,0.8,Plain Papadum,2018-03-24 18:35:00
8042,4,0.8,Plain Papadum,2018-03-24 18:37:00
8043,1,0.8,Plain Papadum,2018-03-24 17:40:00
8044,10,0.8,Plain Papadum,2018-03-24 17:37:00
8045,3,0.8,Plain Papadum,2018-03-24 17:13:00
8046,3,0.8,Plain Papadum,2018-03-23 18:38:00
8047,4,0.8,Plain Papadum,2018-03-22 18:38:00
8048,2,0.8,Plain Papadum,2018-03-22 18:29:00
8049,4,0.8,Plain Papadum,2018-03-22 18:03:00
8050,2,0.8,Spicy Papadum,2018-03-22 12:16:00
8051,2,0.8,Plain Papadum,2018-03-21 18:36:00
8052,4,0.8,Plain Papadum,2018-03-21 17:45:00
8053,1,0.8,Plain Papadum,2018-03-19 19:11:00
8054,1,0.8,Spicy Papadum,2018-03-19 19:11:00
8055,1,0.8,Plain Papadum,2018-03-18 19:58:00
8056,1,0.8,Plain Papadum,2018-03-18 19:24:00
8057,4,0.8,Plain Papadum,2018-03-18 17:50:00
8058,2,0.8,Plain Papadum,2018-03-18 15:57:00
8059,1,0.8,Spicy Papadum,2018-03-18 13:53:00
8060,1,0.8,Plain Papadum,2018-03-18 12:58:00
8061,12,0.8,Plain Papadum,2018-03-17 19:58:00
8062,1,0.8,Plain Papadum,2018-03-17 19:04:00
8063,4,0.8,Plain Papadum,2018-03-17 18:19:00
8064,2,0.8,Plain Papadum,2018-03-17 18:18:00
8065,6,0.8,Plain Papadum,2018-03-17 17:33:00
8066,4,0.8,Plain Papadum,2018-03-16 20:08:00
8067,6,0.8,Plain Papadum,2018-03-16 18:53:00
8068,1,0.8,Plain Papadum,2018-03-16 18:11:00
8069,4,0.8,Plain Papadum,2018-03-16 17:52:00
8070,2,0.8,Plain Papadum,2018-03-16 17:46:00
8071,2,0.8,Plain Papadum,2018-03-15 19:01:00
8072,2,0.8,Plain Papadum,2018-03-15 17:57:00
8073,2,0.8,Plain Papadum,2018-03-15 16:35:00
8074,2,0.8,Plain Papadum,2018-03-12 18:23:00
8075,3,0.8,Plain Papadum,2018-03-11 21:04:00
8076,5,0.8,Plain Papadum,2018-03-11 19:37:00
8077,2,0.8,Plain Papadum,2018-03-11 19:17:00
8078,4,0.8,Plain Papadum,2018-03-11 18:42:00
8079,2,0.8,Plain Papadum,2018-03-11 18:18:00
8080,2,0.8,Plain Papadum,2018-03-11 17:21:00
8081,1,0.8,Spicy Papadum,2018-03-11 17:17:00
8082,1,0.8,Plain Papadum,2018-03-11 17:17:00
8083,4,0.8,Plain Papadum,2018-03-11 17:04:00
8084,2,0.8,Spicy Papadum,2018-03-11 17:04:00
8085,2,0.8,Plain Papadum,2018-03-10 20:30:00
8086,3,0.8,Plain Papadum,2018-03-10 19:37:00
8087,6,0.8,Plain Papadum,2018-03-10 19:19:00
8088,2,0.8,Plain Papadum,2018-03-10 18:14:00
8089,6,0.8,Plain Papadum,2018-03-09 19:23:00
8090,4,0.8,Plain Papadum,2018-03-09 18:47:00
8091,3,0.8,Plain Papadum,2018-03-09 18:11:00
